text,label
계좌번호는 유선상이기 때문에 말씀드릴 수는 없고 제가 이거 만들어진 지역을 말씀드릴게요,1
주범으로 하는 금융범죄 사기단들을 총 7 명 검거를 했어요,1
사람들은 검거를 하고 사무실 압수수색을 좀 진행을 했는데,1
"사무실에서 압수된 품목들이 대포통장하고 복제된 신용카드, 보안카드 그다음에 위조된 신분증 저희가 수천 장 압수를 했고 그 압수된 물품들을 분류하는 과정에서  명의로 된 농은행 계좌가 두 개 발견됐기 때문에 사실관계 확인하기 위해서 전화를 드린 건데요",1
이게 범죄에 이용된 거기 때문에 더 이상 사용하지 못하도록 다 해지 처리하고 네 그 안에 있던 돈들은 이제 전부 국고 환수 조치를 했어요,1
고가의 항공권하고 상품권  싸게 판다고 올리고 그걸 보고서 연락 오는 사람들한테 명의로 된 대포통장 계좌번호 알려주고 돈 보낸 물건 보내주겠다고 하고 돈만 받아서 가로챈 사기 사건이고 그 사기 사건에 지금 본인 이름하고 대포통장들이 이용이 된 건데 그러다 보니까 김씨 대포통장으로 돈을 송금하신 재산에 피해자분들이 계시잖아요,1
물건 사겠다고 돈을 송금했는데 물건 도착하지 않고 차후에 연락조차 되지 않으니까  사기 사건이라고나 인지를 하고 사기 혐의로 고소 고발을 진행을 한 상태인데 지금 본인이 판매자이기 때문에 이제 고소고발장이 접수가 돼 있어요,1
사건에 전혀 가담한 사실이 없고 오히려 명의도용 당한 신 명의도 피해자가 맞다 피해자 입증 되시게 되면 본인 무혐의 처분 받을 수 있도록 제가 도와드릴 거예요,1
금융감독원에서 온 자료하고 지금부터 하는 진술하고 대조를 해서  통장에 대해서는 계좌 동결 처리 진행하지 않을 건데 직접 계좌 개설해서 본인 사용하고 계시는 금융기관 어디 어디 가 있죠,1
본인 계좌가 맞으시면 정확하게만 진술하시면 저희가 계좌 종결 처리 진행하지 않습니다,1
각각의 계좌가 본인 계좌가 맞으시면 오늘 현재 자로 대략적인 잔액을 기억을 할 거예요,1
본인 계좌가 맞으면은 저희가 계좌 동결 처리를 진행하지 않아야 되기 때문에 대조를 해볼 건데 정확한 금액은 필요 없어요,1
녹취라고 해서 별다른 게 없고 아까 제가 여쭤봤던 질문들을 다시 한 번 녹취에 담을 겁니다,1
녹취에 담을 거고 전화가 끝이 나게 되면 담당 검사님 내선 연결을 좀 해드릴 거예요,1
본인 앞으로 본인 앞으로 나와 있는 공문장도 확인하셔야 될 거고 사건에 대해서 좀 더 상세하게 설명을 해 주실 겁니다,1
잠깐만 자리 좀 피해 주셔서 직장에 계신 것 같은데 전화를 좀 받아주십시오,1
여기는 서울중앙지검의  첨단범죄수사 팀의 수사관이라고 합니다,1
저희 수사과에서 문희경을 중심으로 한 금융범죄 사기단을 검거했습니다,1
검거 당시 현장에서 대량의 체크카드와 대포통장이 발견이 됐는데요,1
명의로 된 통장도 두 구를 저희가 압수를 했습니다,1
수사팀에서 금융범죄 사기단을 검거했습니다,1
검거 당시 현장에서 대량의 체크카드와 대포통장 그리고 복사된 신분증 등을 압수했는데 압수 물품 중에 다시 명의로 된 통장도 저희가 지금 두부를 압수를 한 상태예요,1
저희 쪽에서 전반적인 내용을 조사해 본 결과로는 일단 마치 같은 경우에는 동일 전과도 없으시고 신분 또한 확실하시고 1차적인 혐의점이 그렇게 보이지 않으세요,1
검찰 수사라는 게 저희가 이게 심증 하나만으로는 피해자다 가해자다 이렇게 분류를 할 수 없는 상황입니다,1
피해자 입증 조사는 본인에게 일차적인 혐의점이 없었기 때문에 진행이 되는 거고 추후에 이제 혐의점이 발견이 된다면 그때는 직접 출석을 하셔서 저희 검찰 쪽으로 출석을 하셔서 그때 조사를 받아주셔야 됩니다,1
이 녹취는 본인을 대신해서 법원에 제출될 증거 자료이기 때문에 주위 잡음이나 본인 아닌 제3자의 목소리가 섞이게 될 경우에는 증거 자료로서 효력 발생이 어렵습니다,1
수사 절차상 하는 거니까 협조 좀 잘 해주시고,1
다른 게 아니라 저희 본인과 연루된 명의도용 한 건이 저희 쪽에 접수가 돼서요,1
입금을 유도를 받는데 그 물건을 양도하지 않은 상태로 중간에서 이제 자금만 가로채기한 사건이에요,1
금융범죄 사기 사건으로 분류가 돼가지고 저희 첨단범죄수사부에서 이제 사건 진행을 맡고 있는 건데요,1
인출 사고라는 게 발생이 됐는데 이제 물건을 양도받지 못하고 이제 입금만 한 금전적인 피해를 입으신 피해자분들이 계세요,1
피해자분들께서 이제 고소 고발 조치를 하시는데 이 고소 고발장은 어떻게 접수를 하시냐면은 보통 자신들이 직접 입금한 통장 명의자가 이제 범죄에 가담을 했다고 판단을 해요,1
자신들이 입금한 통장 명의자에게 지금 고소 고발장을 접수를 하고 있는 상황이에요,1
수용 당하신 피해자분들이 역으로 지금 고소 고발 조치가 지금 당하시고 있고  지금 현재 은행 금융권 2개 합쳐가지고 고소고발장이 접수가 돼 있습니다,1
피해자 입증이라는 걸 진행을 받아야지만 해당 안건과는 무관한 피해자로 분류가 되시고 고소 고발장이라는 게 취하 조치가 되시는데 입증을 진행할 만한 증거 자료가 저희 측에 하나도 없기 때문에 이렇게 연락을 드린 부분인데요,1
이 부분을 녹취 기록으로 좀 남겨가지고 저희가 이 녹취 테이프를 본인의 증거 자료로 제출해 드릴 거예요,1
그 증거 자료로 제출을 하면은 채택이 되면 사용이 당연히 되시겠죠 재판상에 제가 이제 본인 담당 수사관인데 제가 녹취 테이프 작성해 드리면 이 사건 맡고 계신 담당 검사님께 이관이 되실 거예요,1
검사님 주의 하에 절차에 따라서 피해자 입증이라는 거 진행을 좀 받으실 텐데 지금 이제 저희가 녹취를 좀 진행하기 전에 그럼 좀 몇 가지 좀 여쭤볼게요,1
명의 도용당하신 피해자분들의 신상 정보만으로도 위조 신분증 통해서 업무 선상 조작으로 통장 개설이 가능했던 거였는데요,1
사건 자체가 금융범죄 사기 사건이기 때문에 저희 검찰 측에서는 금융감독원 측이랑 합동 수사 중에 있습니다,1
본인 명의로 된 계좌 추적이 진행이 될 건데 계좌 추적 후에 본인도 모르시는 계좌 건이 발견 측에서 불법 계좌로 간주를 하고 일차적으로 종결 처리가 들어가기 위해서 사용하시는 금융권 상호명에 대해서만 간단하게 문의해 주세요,1
정상 자금이라고 입증하는 부분에 대해서 제가 자산 설정까지만 해드리고 담당 검사님이 이관되시면 보통 다 확인시켜드릴 조사를 진행할 거니까 너무 걱정하실 필요는 없으신 것 같습니다,1
지난주에 검거가 되셨고 현장님 본인 면허증 부포통장고요 개인 정보가 나오셔서 전화드린 거 저는 서울중앙지검 강력수사팀 조성목 수사관입니다,1
본인께서 직접 통장 개설하시지 않으셨지 않습니까 명의가 도용이 되셨기 때문에 개인 정보 유출로 인해서 피해 보상을 받을 수도 있는 거죠,1
은행 거래하신다 하셨는데 마지막 거래하시고 나셔서 현재 계산에 다른 게 대략적으로 얼마 정도 남아 있어야지 정상적이신 거죠,1
검거 현장에 대량의 신용카드하고 대포통장 압수했는데 그중에 본인 명의로 된 은행 통장이 발견이 되신 겁니다,1
검거 현장에 대령이 신용카드하고 대포통장 압수했는데 그중에 본인 명의로 된 용의로 분하고 신한은행 통장이 발견되신 겁니다,1
본인 명의로 된 은행 불법 통장이 발견돼 실사인을 드린 거예요  정보가 유출되신 거라면 어느 쪽으로 유출이 되셨는지 짐작하는 부분은 없으십니까,1
검거 현장에 대량의 신용카드하고 대포통장 압수했는데 그중에 본인 명의로 된 은행 통장이 발견되신 겁니다,1
본인이 사용하는 은행 계좌로 여쭤보는 게 아니고요 본인 명의로 어제 농협은행하고 신한은행 불법 통장이 발견되셔서 전화 드린 겁니다,1
본인의 신상정보를 도용해서 사용하고 있던 김영석이라는 사람이 검찰에 구속이 됐어요,1
"직원들과 결탁을 해서요 불법 계좌를 개설해가지고 네이버 카페, 중고나라의 결제 계좌로 사용을 했는데요 ",1
중고 물건을 사용 명의 결제 계좌로 송금을 한 피해자들이 물건은 오지도 않고 이제 돈만 일당들이 인출해서 도주를 하니까 계좌 명의자인 당사자를 일당들과 같은 공범인 줄 알고 저희 검찰에 신고를 한 거예요,1
검찰에서 조사를 하겠지만 혹시라도 그래서 이번 사건에 연루된 사실이 있으면 당연히 말씀드린 김형석 일당들은 이제 대부분 금융기관에서 근무했던 사람들이에요,1
국고 나라를 환수 조치를 했는데 이 점에 대해서 본인의 불만이나 이의사항 있으십니까 다른 금융권 직원들이 아직 검거되지 않았기 때문에 검거될 때에 본인 명의의 통장 등에서 발견될 수 있다는 겁니다,1
본인이 진술하신 내용이 금융감독원 조사 내용과 다를 경우 피해자 인증을 받는 데 불리할 수 있음을 알려드립니다,1
본인이 무슨 일을 하는지 안 하는지 그건 저희는 중요한 게 아니고 본인 신고를 당했기 때문에 저희가 연락드리는 거예요 계좌 대포통장이죠 본인 명의로 된 대포통장으로 해서 피해자가 발생이 됐어요,1
확률이 높기 때문에 소환 조사가 아닌 유선 조사가 이루어진 부분이 일단은 본인의 주장대로 피해자가 맞다면 이사 피해가 발생할 수 있는 상황이 무광고 또 다른 피해를 막기 위해서요,1
법적으로 본인이 현재 거래하고 있는 금융권에 대해서 간략하게 진술을 받겠는데 알다시피 저희는 수사기관이니까 계좌번호나 비밀번호 같은 개인 정보는 일체 요구하지 않을 것입니다,1
본인이 직접 방문하시거나 모바일을 통해서 본인 명의로 합법적으로 개설된 금융권은 어디 어디 있습니까,1
검거 현장에서 증거물품으로 다른 차명계좌 등 대포통장과 현금카드를 확보했는데 명의로 된 은행과 증권 계좌가 있어서 전화 드린 것입니다,1
일단은 두 계좌에 대해서는 검거 현장에서 발견되셨기 때문에 본인 동의 종결 처리 시켰고 정지시켰다는 말씀이고요본인의 개인 정보가 유출됐다고 따로 연납받은 적 없다는 말씀인가요,1
제가 왜 이런 질문을 드리냐면 김선재 전직 금융사 지검 출신이고요 제시 기간 동안에 휴면 계좌나 개인 정보 등을 수집해서 불법을 이용한 혐의로 구조 조사 중에 있는 사람이구요,1
제가 여쭤본 이유는 얼마 전에 저희 지검에서 금융사기단을 검거하셨고요 현장에서 증거물품으로 다량의 차명계좌 대포통장과 현금카드를 확보했는데 그중에 본인 명의로 된 은행과 증권 계좌가 있어서 그런것입니다,1
일단은 두 계좌에 대해서는 근거 현장에서 발견되셨기 때문에 본인 동의 없이 동결 처리 시켰고요 지급 정지시켰단 말씀이고요 그렇다면 금융권에서도 본인의 개인 정보 유출 계좌를 따로 입력받은 적 없다는 말씀인가요,1
두 계좌에 대해서는 검거 현장에서 발견되셨기 때문에 본인 동의 없이 동결 처리시켰고 지급 정지시켰단 말씀이고요 금융권에서도 본인의 개인 정보 유출 돼서 따로 연납한 적 없다는 말씀인가요,1
제가 왜 이런 질문을 드리냐면 김선정이나 전직 금융사 직원 출신이고 재직 기간 동안에 휴면 계좌나 개인 정보 등을 수집해서 불법 거래 이용한 혐의로 구속 조사 중에 있는 사람이구요,1
이 중에 개인 정보 유출로 인해 피해를 보신 분도 계시겠지만 반대로 어떤 분들은 일정한 금액을 받고 통장을 양도해 준 분도 계시거든요 본인께서는 타인에게 통장을 판매하거나 양도해 준 사실 같은 거 있으십니까,1
제가 전화드린 건 다름이 아니라 지금 현재 본인께서 이번 사건에 직접적인 가담자인지 아니면 정보 유출로 인한 피해자이신지 확인하기 위해서 1차적으로 유선 조사가 이루어진 부분이고요,1
석 달 전에 하고 기철이라고 같이 저희 사무실에 와서 그래서 5천만 원 빌려갔습니다. ,1
그런데 그 돈은 빌린 것이 아니고 기철이 개 새끼가 빌려갔는데 그런데 그때 당시에 저 기철이 새끼가 만약에 돈을 못 갚으면은 갚아주겠다는 사채 보증을써준 겁니다. ,1
그래서 아들이 누가 아마 쓰고 갚겠다고 해서 그 돈 5천만 원 가져갔는데 아니 두 달 기간이 다 지나고 나서 저희가 조사를 해보니까 생각 밖으로 새끼들이 연락이 안 되더라고요. ,1
저희들도 뭐 뭡니까 친구 귀철이 새끼가 남겨놓은 집 주소까지 다 찾아서 가봤는데 그것도 걔네 집이 아니고 아예 다른 사람 명의로 된 다른 사람의 집이더라고요,1
저희도 어떡합니까 본인을 못 찾으면 에 보증이라도 서줘야 될 거 아니겠습니까? ,1
일단 들어보세요. 아 나도 며칠 기다려보다가 할 수 없이 준이한테 연락을 했는데 친구하고 연락이 안 된다고 연락이 되면은 돈을 꼭 받겠다고 하면서 우리보고 한 일주일만 시간을 달라는 거예요. ,1
일주일 안으로 지가 무슨 수를 써서라도 이 돈을 또 꼭 갚겠다고 하면서 일주일 시간은 줬습니다. ,1
내 전화를 하니까 또 전화를 안 받고 또 다른 전화기로 전화하니까 내 목소리만 들어도 바로 전화를 끊어버리더라고요. ,1
새끼도 보니까 야도 작정하고 나를 피하려고 하는지 모르겠는데 아무튼 나도 오늘 아침에 내 동생한테 시켜서 잡아왔습니다. ,1
나도 솔직히 화가 나서 얘한테 소리도 지르고 겁도 주고 그랬습니다. ,1
그런데 지금 어디 다치거나 부러진 데는 없으니까 걱정을 하지 마시고 우리는 합법적으로 영업을 하고 있는 사채업입니다. ,1
그리고 뭡니까 일단 아저씨 솔직히 얘기해서 사람이 돈을 좋게 빌려갔으면은 좋게 좋게 갚아야 되는 게 사람의 도리 아닙니까 아저씨,1
아저씨도 남자고 나도 남자고 서로 사나이 답게 해결하자는 겁니다. ,1
그렇게 물어보니까 지금 친구 새끼도 못 찾고 돈도 없답니다. ,1
그래서 나도 이 돈을 못 받을 것 같아서 그러니까 저 신체 포기 각서까지 다 작성을 시켜놨어요. ,1
아저씨도 아시다시피 요즘 젊은 새끼 장기들 중에 가하고 콩팥 강마 세개만 떼어내도 우리가 받은 원금 5천만 원 충분하게 나옵니다.,1
아까 저번에 신체 포기 각서 동의서에다가 동의 싸인까지 한 상태고 아이 잘 들으세요. ,1
신체 포기 각서란 말이죠. 채무자가 만약에 돈을 안 가게 되면 법원의 판결을 받을 필요 없이 바로 강제집행 절차를 시작할 수 있는 집행 권한이 우리한테 있는 겁니다. ,1
이번 일은 정확히 확실히 제가 뭡니까?,1
법적으로 잘못한 거 맞습니다. ,1
내야를 안 잡아오면 되겠습니까? 예 저 아저씨 생각해 보세요. ,1
아저씨 남한테 오백만 원을 오백 만 원 오백만 원이 빌려주고 아저씨는 두 발 뻗고 잠이 옵니까? ,1
남의 돈을 빌려갔으면 남의 돈을 갚아야지 좋게 좋게 갚아야 하는데 안 갚자고 이 새끼가 잠수 타고 전화를 피하고 하는데 내 돈 5천만 원 날아가겠습니다. ,1
아저씨도 아까 통화를 해봐서 아시겠지만은 내보고 선생님 제가 한 번만 살려주세요. ,1
지금 아직 나이 드신 부모님한테 효도도 하지 못했다면서 효도할 날도 얼마 안 남았는데 이런 일까지 생겨서 진짜 죽고 싶습니다. ,1
그러니까 제가 한 번만 부모님하고 통화를 하게 해달라고 저한테 부탁을 하더라고요. ,1
지금 아들이 빌려간 돈이 원금이 5천만 원입니다. ,1
그리고 이자가 석 달 기간이 다 만기가 되어서 이자는 지금 487만 7천 원 정도 되고요. ,1
"총 합쳐다가 오늘 아저씨가 대신해 갚아주는 돈이 한 5,500만 원 정도 되는데 오늘 아저씨 지금 5,500만 원 있습니까? 시중에 지금",1
돈도 없으면서 나한테 그런 말을 꺼내고 있습니까? 그럼,1
이거 보세요. 아저씨 입은 삐뚤어져도 말은 제대로 합시다잉. ,1
아저씨 나한테 지금 가르치는 거요 이번 일이 뭐네 씨발 하지 잘못한 거 있지 내한테 뭐라고 뭐라 할 자격이 있어 그 말투 좀 바꾸세요. ,1
내 좋게 좋게 나오는데 아저씨와 아저씨 쪼개서 내라. ,1
경찰을 데려오든 혼자 가던데 가서 해결을 해야 될 거 아니에요,1
미리 확실히 아저씨 지금 그래 오늘 아저씨 아저씨 명의로 통장 잔고 긁어 모아서 오늘 나한테 갚아주시는 돈이 얼마 됩니까? ,1
자꾸 쓸데없는 기한 소리 집어치우고요. ,1
씨발 애새끼 돈 빌려갖고 돈을 안 갚는데 씨발 잘하는 거야? 지금 자기들 태도가 지금 이런 거야,1
이 새끼가 이 사람 안 됐네 이거 내 돈 5천만 원 날아가게 생겼는데,1
5천만 원이 왜 날아가 해주면 될 거 아니야 그러니까 당장 못 해준다 할 뿐이지 해준다고,1
마지막으로 묻는데 오늘 아저씨 나한테 해줄 수 있는 돈이 얼마 됩니까?,1
그냥 우리가 처리하는 방식대로 처리할게요. ,1
아시겠죠? 기회를 드리니까 시발 기회를 아주 좆으로 여기네요. ,1
알겠습니다. 좀 끊어주세요. 수고하시고 이따 내 수술 끝나면 내 집 보내줄게요,1
지금은 은행 시간이 끝났으니까 발급이 안 되겠죠.,1
발급을 좀 하셔가지고 저희가 제작을 해 드려야 돼요. ,1
그 카드에다가 지금 현재 없으시잖아요.,1
하셔도 내일 은행 가셔서 하셔야 되는데 내일 발급하시면 괜찮으시겠어요,1
그냥 발급하시고 나서 이제 저희한테 보내주시면 저희가 제작을 다 해드리는 거죠.,1
번호가 아니라 카드 자체를 원본이,1
농협이나 하나은행 통장이 나왔는데요. ,1
본인 명의로 된 게 본인 알고 계신 거 있으시냐고요? ,1
게 작년 9월에 개설이 됐거든요. ,1
전혀 모르세요? 이게 지금 대포통장으로 사용이 됐고 저희가 알고 싶은게 본인께서 이 농협과 하나은행 계좌를 직접 개설을 하셔서 이 김현준이라는 사람에게 불법적으로 양도를 하신 건지,1
그게 아니시면 이제 본인의 개인 정보 있죠 그 개인 정보가 유출이 되면서 그 명의 도용을 당하신 피해자분인지 그 부분 때문에 확인차 연락을 드렸어요. ,1
명의 등록권에 지금 연류가 되셔가지고 이제 확인 조사를 좀 하려고 연락을 드린 거예요. ,1
네 최근 2 3년 안에 혹시 신분증이나 핸드폰 지가 개인적으로 노출될 만한 거 분실하신 적 있으세요?,1
전혀 그런 거 없으시고 명의 전환권을 알려졌다는 내용이 뭐냐면은 여기 김민수라는 사람 이제 농협 직원이었는데 저희가 이번에 이제 금융 범죄 사기로 검거했는데 검거 당시에 네 고객들이 정보를 유출을 한 건지 어디서 보험을 한 건지 잘 모르겠지만 네 검거 현장에서 이제 대량의 제 통장들이랑 체크카드를 압수해서 조사했어요. 대포통장이랑 ,1
명의로 된 농협하고 신한은행이 발견이 돼가지고 저희가 일단 확인을 하기 위해서 연락을 드렸는데 혹시 통장 양보하시는 거 있으세요? 남한테 빌려주거나,1
네 연락드린 곳은 서울중앙지검에 있는 이태우 수사관이라고 합니다. ,1
네 네 지금 다른 게 아니라 고객님께서 연루된 명의도용 사건이 이제 저희 검찰 측으로 사건 접수가 들어와가지고 제가 몇 가지 조사 차 이렇게 연락드렸거든요.,1
본인 혹시 김재혁이라고 아시는 분이십니까? ,1
모르시는 분이세요? 이 김재혁이라는 사람이 그리고 42세 남성이에요. ,1
주변 지인을 통해서라도 들어보신 적 없을까요?,1
래 종합금융입니다. 고객님께서 필요하신 자금 있으시다고 하셔서 연락드렸는데요. ,1
필요하신 금액이 얼마까지 필요하신 거죠?,1
그러니까 고객님이 원하시는 금액이 한도가 어느 정도까지 필요하신 건가요?,1
한 천만 원 정도요,1
러시앤캐시에 지금 500만 원 쓰고 있어요,1
연체는 전혀 없으시죠?,1
네 사장님. 그냥 본인이 직접 움직일 필요 없으시고요. ,1
통장 안에 그냥 그 통장 안에 이제 잔고 없는 통장과 연결된 현금 카드 갖고 계시는 거 있죠? 그냥 현금 인출 카드만 저희 쪽으로 한 달 동안 빌려주시는 거예요,1
본인이 직접 움직일 필요 없으시고요. ,1
왜냐하시면 저희 주로 납품하는 곳이 이제 클럽이나 롬 같은 데로 납품하기 때문에 카드 가지고 이제 결제 받게 되시면 워낙 세금이 많이 나오기 때문에 네 이제 까놓고 그냥 말씀드리면 저희도 그냥 차명계좌 이용하셔갖고 저희 회사 세금을 좀 줄이려고 하는 거예요,1
개인적으로 이제 개인 명의로 저 친구분이 저 통장으로 저한테로 입금하셨는데 그걸 세금으로 잡힐 일은 없잖아요. ,1
그래서 이제 카드 가지고 결제 안 받고 차명 계좌 이용하셔갖고 단순히 그냥 저희 회사 이제 세금 줄이려고 하는 거고요. ,1
그 대신 저희도 이제 수익 나는 데서 이제 사장님들께 한 달에 이제 월 2백60씩 지불해드리는 거예요.,1
만약에 카드 오늘 저희 쪽으로 건네주시게 되시면요. ,1
내일 이제 저희 사무실로 도착하는 대로 카드 비밀번호 만약 틀렸나 확인하시고요. ,1
문제 없으시면 이제 빠르면 내일 바로 결제해 드려요. ,1
비밀번호 맞고 만약에 현금 인출금 카드가 돈 안 분실되거나 그러시면 저희는 결제 못해드리고요. ,1
네 만약에 비밀번호 맞고 아무런 문제 없으시면 내일 결제 가능하십니다.,1
현금을 주시는 건가요? 아니면은 계좌로 놔주시는 건가요?,1
쏴드릴 경우도 있구요. 만약에 이제 한 2개월 정도 거래한다고 하시면 저희 쪽에서는 이제 거의 사장님께서 이제 급여 통장이나 정해진 게 다 혹은 와이프 계좌로 그냥 쌓아달라고 하시면 그 정해준 계좌로 쌓아드릴 거예요. 매달마다,1
사장님께서 그냥 이제 계시는 위치만 말씀해 주시고요. ,1
지금 알바하고 계시잖아요. 그러시면 알바하는 무슨 수원시 만약에 무슨 동까지만 그냥 번지수만 말씀해 주시고 만약에 저희 쪽에서 택배 기사분을 협의해서 보내드릴 거예요. ,1
그럼 비용은 저희 쪽에서 부담해 드리는 거고요. ,1
그 기사 도착하시면 사장님께서 잠깐 나오셨다가 네 카드를 기사분께 건네주시고 톡으로 저한테로 그냥 연락 한 번만 전해줬다고 연락 한 번만 주시면 되는 부분이고요.,1
고객님께서 서민 정부 지원 대출로 대출을 받을 수 있다고 제가 말씀을 드렸는데,1
어디서 하셨어요 이게 정부 업체마다 틀리다고 제가 말씀드렸잖아요. 고객님,1
신용보증을 쓰고 있기 때문에 그거 안 되는 걸로 얘기하던데,1
아니 고객님이 신용 보증을 쓰는 거랑 이거 이거를 정부에서 고객님이 보증을 써주는 거랑 그게 무슨 상관입니까,1
그거는 상관없어요. 고객님 그거는 고객님 그거는 고객님이 전화 지금 다시 전화해서 그쪽에서 안 된다고 그러면 저한테 그 사람 번호를 알려주세요. ,1
아니 안 되는 게 어딨습니까?,1
서민 정부 지원 대출이요 햇살론이요 햇살론,1
아니요 고객님. 햇살론이 한 가지만 있는 게 아니고요. ,1
햇살론도 업체마다 다 방식이 틀립니다. ,1
네 업체마다 다 틀립니다. 그래가지고 저희는 그때 제가 승인 봐드리고 된다고 해가지고 고객님께 행 진행하시냐 안 하시냐 제가 여쭤봤던 거구요.,1
그때 고객님께서 필요하신 자금이 얼마라고 하셨죠,1
고객님께서는 지금 천30 까지 되십니다.,1
서민 정부 지원 대출로 하시게 되면은 5.4%로 연 5.4%고요. ,1
네 연 오 사프로의 고객님께서 잠시만요. ,1
제가 계산을 한번 해드릴게요. 만약 천삼백 되셨는데도 받으시면 다 받으시는 거죠,1
그럼 만약에 대출 기간은 상환 기간은 어느 정도로 해드릴까요? ,1
만약 하시게 된다면 어느 정도가 적당해요 한 2천만 원 받아가시는 분들도 5년짜리 하시는 분들이 있고 10년짜리 하시는 분들이 있고 5년 60개월이요,1
아니요 고객님 이자랑 납입 원금이랑 같이 내시는 겁니다. ,1
원리금을 원금이잖아요.,1
분할해서 내는 거잖아요.,1
같이 고객님이 내주시면 되고요. ,1
한 달에 그래서 다 포함해서 상환금이 이십사만칠천칠백1육 원입니다. ,1
네 고객님께서 총 이자는 백팔십육만 이천구백삼십 일 원이시구요. ,1
네 이 정도면 엄청 싼 겁니다. 고객님 고객님도 아시잖아요. ,1
몇 프로예요 그게 비율이 5 4 프로입니다. ,1
네 네 54프로고요.,1
그래서 오늘 오늘도 고객님 어떤 분이 한 분이 1500만 원을 받아 가셨어요. ,1
그분은 왠지 모르겠는데 일 년짜리로 가져가셨는데 한 달에 115만 원씩인가 낸다고 111만 5천 원씩이나 낸다고 그러고 받아가셨는데 받아 가시는 분도 있고,1
일단 고객님께서 생각 있으시면 제가 바로 진행을 해드릴 수 있는 부분인데 네 제가 말씀드렸다시피 고객님 신용보증재단에다가 재단에서 보증을 서주는 거기 때문에 신용 발급 비용 즉 예치금이 발생을 한다고 제가 말씀을 드렸죠,1
그럼요. 그건 신용 보증을 받은 사람도 상관없는 그게 안 된다는 건 말이 터무니없는 소리고요. ,1
고객님 저도 지금까지 하면서 신용 보증 서 있는 사람들도 엄청 많이 해줬습니다. ,1
고객님 근데 전 그 얘기를 갑자기 들으니까 할 말이 없네. ,1
말도 안 되는 소리를 그쪽에서 해가지고,1
잠시만 예치금을 좀 조회를 해 드릴게요. ,1
잠시만요. 고객님께서 지금 예치금은 삼십팔만 이천오백 원 오백육십 원 예 이게 나오시고,1
그러니까 이거 삼 개월 치 고객님 보증 비용입니다. ,1
보증 비용. 정부에서 고객님을 보증서 주는 비용 그러니까 고객님이 3개월 대출비를 받으시고 3개월 동안 연체가 없으시다. ,1
그러면 4개월 차 때 고객님께서 대출금 수령 받았던 통장으로 38만 2천560원에서 38만 원만 환급을 자동으로 환급을 받으시는 금액이고요. ,1
고객님이 3개월 동안 연체가 한 번이라도 있으시다. ,1
그러면 38만 2천5백60 원 이거는 자동으로 소멸되는 못 받는 돈입니다.,1
이해하셨죠? 그러니까 한마디로 정부에서도 한마디로 정부에서도 고객님들 신용도 높여 드린다. ,1
하도 서민들이 많으니까 신용도 높여드린다. ,1
해서 이런 차원에서 이런 대출 상품이 나온 거예요. 이해는 가셨어요?,1
일단은 상환 기간은 오 년 연이율은 칠 팔 프로이세요.,1
그러시면 한 달에 납부되시는 금액 삼십육만 삼천이백오십 원 납부되실 거고 그러시고 한 가지 알아두셔야 될 게 이 1800이란 자금을 고객님 일반 신용인이 아닌 정부 지원 자금으로 해서 국민들 세금을 고객이 대출 받으신다는 거 그건 알고 있으십시오. ,1
아시겠죠? 그렇기 때문에 일반 신용 승인이 아닌 공증서 발급 등이 나오셨고요.,1
그리고 공증 들어가시는데 한 두 시간 정도 소요되세요. ,1
그냥 양해해 주시고 공증 들어가시는 대로 바로 1800만 원 송금 처리 들어가실 거고 또 공증 내용에는 어떤 게 들어갈 거냐면요 이 1800에 대해서는요 나중에 갚고 계시다. ,1
연체를 하시더라도 파산이나 개인 회생 그런 거 신청 자체가 안 되시는 거예요. ,1
무슨 얘긴지 아시겠죠?,1
무조건 본인이 직접 갚아야 된다는 그런 공증 내용이 들어갈 거고요. 그리고 공증 비용은 50만 2천 원이시고요. ,1
공증 비용은 세 달 동안 연체 안 했을 시에 환급되시는데 만약에 연체 시에는 공정 비용 오십만 이천 원 환급 못 받으시니까 유념하시구요. ,1
세 달 뒤에요 세 달 동안 연체 안 했을 시에만 만약 연체 시에는 환급 못 받으세요. 아시겠죠?,1
서민금융 나들목 상품이 출시된 지 두 달 만에 자금 소진이 팔십프로 이상 된 상태라 보증료 부분은 저희 농협은행 측에서 추가 정부 정책 자금으로 지원을 해드리는 부분이라 고객님께서 부담하실 수수료나 보증료는 일찍 발생되는 부담 비용은 없으세요. ,1
진행 절차는 상담 진행을 통해 대출 신청을 하신 후 2차적으로 한국자산관리공사에서 보증서 발급까지 완료가 되셔서 최종 승인 나시면 고객님이 계시는 지역에 가장 가까운 저희 NH농협은행 지점에 안내를 받으셔서 방문하시고 계약서 작성하시면 대출금 수령이 가능하세요,1
일단은 신청 금액 기재를 해주셨는데 삼천만 원이신데 맞으신가요? ,1
삼천만 원이시고 필요하신 자금 사용 목적이 대환자금 생활자금 사업자금 중에서 어떤 목적으로 필요하세요?,1
대환이시고 생활자금이시고 현재 이용하시는 기존 대출 상품 어디서 이용 중이세요?,1
저기 케살롱인가 그거 하나 받아 있고 캐피탈 현대캐피탈에 이자가 높대요. ,1
그거 하고 그래 있는데,1
이거는 차량 할부는 아니시고 신용 대출로 받으신 건가요? 금액은 얼마나 되세요?,1
